document,term,count
566,art,1
566,let,1
566,still,1
566,thou,4
567,beseeching,1
567,beyond,2
567,lips,1
567,reft,1
567,thee,1
567,wrath,1
568,beyond,1
568,deep,1
568,desireth,1
568,sea,1
569,castle,1
569,ghost,1
569,queen,1
569,shall,1
571,guise,1
571,images,1
571,sweet,1
572,carven,1
572,move,1
572,never,1
572,shall,1
573,amid,1
573,empty,1
573,eyes,1
573,love,1
574,ever,1
574,gone,2
576,caused,1
576,dreams,1
576,greater,1
576,his,1
576,made,1
576,suffering,1
576,war,1
577,suffering,1
577,wider,1
579,dream,1
579,mid,1
579,night,1
579,phantoms,1
579,shape,1
580,bringing,1
580,cometh,1
580,delight,1
580,full,1
580,near,1
580,tears,1
580,vain,2
581,breath,1
581,can,1
581,desiring,1
581,feel,1
581,joys,1
581,vain,1
582,arms,1
582,nevermore,2
582,vanisheth,1
583,pathways,1
583,sleep,1
583,wings,1
585,castle,1
585,hall,1
585,hearthstone,1
585,kings,1
585,mid,1
586,griefs,2
586,passing,1
587,dwelling,1
587,host,1
587,mans,1
587,sailed,1
587,seas,1
588,many,1
588,sad,1
588,things,1
588,thoughts,1
588,waits,1
588,woman,1
589,deep,1
589,heart,1
589,lieth,1
589,patience,1
591,knoweth,1
591,sent,1
592,knoweth,1
592,returning,1
593,comes,1
593,man,1
593,stead,1
593,went,1
594,armour,1
594,burning,1
594,dust,1
596,funeral,1
596,murmurs,1
596,people,1
596,return,1
596,the,1
596,urns,1
598,ares,1
598,changeth,1
598,dead,1
598,goldchanger,1
598,quick,1
599,poiseth,1
599,scale,1
599,spears,1
599,striving,1
600,back,1
600,dust,2
600,heavy,1
600,sendeth,1
600,tears,1
600,troy,1
600,wet,1
601,ashes,1
601,mens,1
601,names,1
601,neatly,1
601,sendeth,1
601,spread,1
601,urns,1
602,men,1
602,one,2
602,praise,1
602,weep,1
603,fighter,1
603,noblyslain,1
603,wise,1
604,anothers,1
604,back,1
604,fighting,1
604,wife,1
604,win,1
605,begun,1
605,murmur,1
605,till,1
606,angry,1
606,pain,1
606,steals,1
607,forward,1
607,kings,1
607,strife,1
609,gate,1
609,ilions,1
610,many,1
610,sleepeth,1
610,soldier,1
611,beautiful,1
611,fast,1
611,hate,1
611,men,1
611,young,1
612,conqueror,1
612,keepeth,1
612,troy,1
614,blood,1
614,for,1
614,god,1
614,great,1
614,may,1
614,peril,1
614,shedder,1
614,unmarked,1
615,cities,1
615,never,1
615,sacker,1
617,chill,1
617,heavy,1
617,people,1
617,rumour,1
618,brood,1
618,curse,2
618,doth,1
618,like,1
618,spoken,1
618,tho,1
619,dark,1
619,heart,1
619,holdeth,1
619,still,1
619,tiding,1
619,waits,1
620,blood,1
620,god,1
620,much,1
620,shedder,1
620,unmarked,1
621,beyond,1
621,conquers,1
621,decays,1
621,life,1
621,man,1
621,right,1
622,dim,1
622,light,1
622,wasting,1
622,watchers,1
622,years,1
623,dies,1
623,falls,1
623,forgotten,1
623,hope,1
624,peril,1
624,praise,1
625,hears,1
625,praised,1
626,eyes,1
626,gods,1
626,hurled,1
626,thunder,1
628,breedeth,1
628,glory,1
628,strife,1
629,cities,1
629,pride,1
629,sacker,1
630,captives,1
630,conquered,1
630,life,1
630,yea,1
631,god,1
631,pities,1
631,spare,1
633,divers,1
633,elders,1
635,city,1
635,fire,1
635,good,1
635,hath,1
635,sped,1
635,tidings,1
636,god,1
636,knows,2
636,mocketh,1
636,true,1
637,child,1
637,fashion,1
637,twere,1
638,brain,1
638,dreambeguiled,1
639,first,1
639,kindled,1
640,burst,1
640,message,1
640,torchs,1
641,die,1
641,dies,1
641,thereafter,1
643,like,1
643,ordain,1
643,sceptre,1
643,tis,1
643,womans,1
644,end,1
644,joy,1
644,plain,1
644,welcome,1
646,ears,1
646,lightly,1
646,opened,1
646,womans,1
647,downtrod,1
647,fence,1
647,many,1
647,trespassers,1
648,crossed,1
648,lost,1
648,quickly,2
649,burden,1
649,fears,1
649,hopes,1
649,womans,1
651,action,1
651,break,1
651,curtain,1
651,descent,1
651,here,1
651,like,1
651,occurs,1
652,assumed,1
652,days,1
652,find,1
652,modern,1
652,passed,1
652,space,1
652,theatre,1
653,assembled,1
653,elders,1
655,leader,1
657,message,1
657,read,1
657,right,1
657,shall,1
657,soon,1
657,surely,1
658,beaconcall,1
658,fire,1
658,lamps,1
658,light,1
659,happy,1
659,lights,1
659,seem,1
659,speakers,1
659,true,1
660,dream,1
660,like,1
660,sweet,1
660,voices,1
661,herald,1
661,see,1
661,shore,1
661,yonder,1
662,olive,1
662,shadowed,1
662,sore,1
662,sprays,1
663,afar,1
663,cries,1
663,raiment,1
663,rent,1
663,witness,1
664,born,1
664,brother,1
664,dry,1
664,dust,1
664,mire,1
664,war,1
665,comes,1
665,mute,1
665,neither,1
665,smoke,1
666,forests,1
666,mountain,1
666,shall,1
666,spoke,1
666,tale,1
667,day,1
667,either,1
667,joyful,1
667,shouting,1
668,away,1
668,cast,1
668,else,1
668,thoughts,1
669,dawned,1
669,good,2
669,hath,1
669,may,1
669,pray,1
669,shine,1
671,aught,1
671,city,1
671,prayeth,1
671,whoso,1
672,else,1
672,harvest,1
672,let,1
672,reap,1
672,thought,1
674,enter,1
674,garments,1
674,herald,1
674,running,1
674,the,1
674,torn,1
674,warstained,1
675,altar,1
675,earth,1
675,falls,1
675,kisses,1
675,knees,1
675,salutes,1
675,upon,1
676,turn,1
678,herald,1
680,argos,1
680,fathers,1
680,land,1
681,home,2
681,shining,1
681,tenth,1
681,year,1
682,anchors,1
682,broken,1
682,hopes,1
682,one,1
682,save,1
683,dared,1
683,dream,1
683,mine,1
683,scarcely,1
684,argos,1
684,fold,1
684,last,1
684,rest,1
685,blest,1
685,earth,1
685,hail,1
685,now,1
685,sunlight,1
686,high,1
686,zeus,1
687,altar,1
687,apollo,1
687,checking,1
687,sees,1
688,lord,1
688,pythian,1
688,thou,1
689,arrows,1
689,poured,1
689,swift,1
689,thy,1
690,beside,1
690,learned,1
690,scamander,1
690,true,1
690,well,1
691,art,1
691,hate,1
691,healer,1
691,thou,1
691,thy,1
692,art,1
692,heal,1
692,lost,1
692,saviour,1
692,thou,1
693,also,1
693,apollo,1
693,save,1
693,tossed,1
694,daemons,1
694,pale,1
694,tempest,1
695,guardian,1
695,hail,1
695,hermes,2
695,mine,1
696,beloved,1
696,bow,1
696,herald,1
696,heralds,1
697,"bless\u00e3d",1
697,dead,1
697,now,1
697,receive,1
697,sent,1
698,children,1
698,hath,1
698,love,1
698,spared,1
698,spear,1
699,house,1
699,kings,1
699,rooftree,1
699,thriceendeared,1
700,face,1
700,gods,1
700,solemn,1
700,sun,1
700,thrones,1
701,days,1
701,ever,1
701,foregone,1
701,now,2
702,burn,1
702,eyes,1
702,many,1
702,years,1
703,give,1
703,glory,1
703,hail,1
703,kings,1
703,return,1
704,agamemnon,1
704,cometh,1
704,great,1
704,light,1
705,cometh,1
705,gods,1
705,men,1
705,night,1
706,aye,1
706,give,1
706,grand,2
706,greeting,1
706,need,1
707,avenging,1
707,gods,1
707,hand,1
707,mattock,1
708,beneath,1
708,digged,1
708,hath,1
708,soil,1
708,towers,1
708,troys,1
708,wrecked,1
709,death,1
709,gods,1
709,houses,1
709,things,1
709,till,1
710,altars,1
710,blasted,1
710,every,1
710,seed,1
710,waste,1
711,deed,1
711,life,1
711,might,1
711,perfect,1
711,rise,1
711,whence,1
712,cast,1
712,dire,1
712,hath,1
712,ilion,1
712,yoke,1
713,atreides,1
713,first,1
713,king,1
713,kings,1
713,last,1
714,among,1
714,give,1
714,happy,1
714,men,1
715,high,1
715,honour,1
715,live,1
715,things,1
716,can,1
716,guilty,1
716,land,1
716,paris,1
716,score,1
717,bore,1
717,deed,1
717,pain,1
717,wrought,1
718,gods,1
718,heard,1
718,judgement,1
718,pass,1
718,spoiler,1
718,thief,1
719,grass,1
719,like,1
719,lost,1
719,plunder,1
719,whereby,1
720,fathers,1
720,house,1
720,land,1
720,mowed,1
721,pays,1
721,planned,1
721,sin,1
721,troy,1
721,twofold,1
723,leader,1
725,glad,1
725,greek,1
725,herald,1
725,thou,1
725,troy,1
727,herald,1
729,die,1
729,glad,1
729,god,1
729,ready,1
729,will,1
731,leader,1
733,distress,1
733,land,1
733,love,1
733,thee,1
733,work,1
735,herald,1
737,eyes,1
737,happiness,1
737,mine,1
737,stand,1
737,tears,1
739,leader,1
741,fell,1
741,sorrow,1
741,sweet,1
743,herald,1
745,parable,1
745,read,1
745,sweet,1
745,thy,1
747,leader,1
749,loved,1
749,pine,1
749,true,1
751,herald,1
753,pine,1
755,leader,1
757,dark,1
757,groaned,1
757,heart,1
757,lands,1
757,thee,1
757,whole,1
759,herald,1
761,cause,1
761,dark,1
761,darkness,1
763,leader,1
765,best,1
765,medicine,1
765,silence,1
765,wrong,1
767,herald,1
769,fear,1
769,gone,1
769,kings,1
769,need,1
769,others,1
771,leader,1
773,die,1
773,gladly,1
773,like,1
773,now,1
773,past,1
773,thee,1
773,tis,1
775,herald,1
777,even,1
777,past,1
777,tis,1
777,victory,1
778,life,1
778,long,1
778,years,1
779,days,1
779,doubtless,1
779,fair,1
779,grievous,1
780,god,1
780,goes,1
780,way,1
780,woundless,1
781,day,1
781,sick,1
781,tell,1
781,toil,1
782,decks,1
782,evil,1
782,illblanketed,1
782,nights,1
782,scant,1
783,bread,1
783,cursing,1
783,daily,1
783,rage,1
784,came,1
784,land,1
784,twas,1
784,worse,1
785,beneath,1
785,close,1
785,enemys,1
785,quarters,1
785,wall,1
786,dewwet,1
786,ground,1
786,rain,1
786,river,1
787,always,1
787,clothes,1
787,grew,1
787,wet,1
788,beasts,1
788,bred,1
788,every,1
788,foul,1
788,hair,1
788,plaguelike,1
789,ghastly,1
789,midwinter,1
789,tell,1
790,birds,1
790,dead,1
790,dropped,1
790,ida,1
790,stole,1
790,till,1
791,bed,1
791,heat,1
791,noonday,1
791,still,1
792,blue,1
792,breathless,1
792,sank,1
792,sea,1
792,wave,1
792,without,1
793,grave,1
793,past,1
793,think,1
794,long,1
794,slain,1
794,think,1
794,troubles,1
795,care,1
795,little,1
795,rise,1
795,sleep,1
796,ache,1
796,living,1
796,wherefore,1
797,counting,1
797,lost,1
797,ones,1
797,till,1
797,wake,1
798,fortunes,1
798,goodbye,1
798,malignant,1
798,old,1
799,comes,1
799,let,1
799,say,1
799,side,1
800,doth,1
800,good,1
800,live,1
800,prevail,1
800,surely,1
801,scale,1
801,unchallenged,1
801,wavering,1
802,shining,1
802,skies,1
802,unto,1
802,vaunt,1
802,wherefore,1
803,flies,1
803,glory,1
803,land,1
803,oer,1
803,sea,1
803,wide,1
804,argolis,1
804,conquered,1
804,men,1
804,troy,1
805,ancient,1
805,joy,1
805,memory,1
805,spoils,1
806,gods,1
806,greece,1
806,houses,1
806,nailed,1
806,throughout,1
807,increase,1
807,praise,1
807,readeth,1
807,shall,1
807,whoso,1
808,gods,1
808,grace,1
808,kings,1
808,land,1
808,manifold,1
809,made,1
809,marvels,1
809,tale,1
809,told,1
811,leader,1
813,conquerest,1
813,indeed,1
813,light,1
813,men,1
813,say,1
813,thou,1
814,aright,1
814,eyes,1
814,learn,1
814,mens,1
814,old,1
814,serves,1
814,yet,1
815,clytemnestra,1
815,hear,1
815,house,1
816,first,1
816,health,1
816,may,1
816,share,1
816,though,1
816,tidings,1
818,clytemnestra,1
818,during,1
818,entered,1
818,has,1
818,last,1
818,palace,1
818,words,1
820,clytemnestra,1
822,joy,1
822,lifted,1
822,long,1
822,since,1
822,voice,1
823,first,1
823,flaming,1
823,messenger,1
823,troy,1
824,dark,1
824,overthrow,1
824,sack,1
824,spake,1
825,beacons,1
825,chid,1
825,mockers,1
825,show,1
826,born,1
826,fallen,1
826,hills,1
826,must,1
826,quickly,1
826,troy,1
827,aye,1
827,hopes,1
827,many,1
827,scorn,1
827,womens,1
828,gave,1
828,sacrifice,1
828,word,1
828,yet,1
829,city,1
829,cry,1
829,heard,1
829,womans,1
830,blessing,1
830,god,1
830,lifted,1
830,round,1
830,seats,1
831,altars,1
831,glowed,1
831,incense,1
831,oer,1
831,slumbrous,1
832,fragrance,1
833,need,1
833,tell,1
833,thee,1
834,lord,1
834,shall,1
834,tale,1
834,thy,1
834,well,1
835,give,1
835,instruct,1
835,king,1
835,lord,1
835,yet,1
836,greeting,1
836,homecoming,1
836,reverent,1
837,can,1
837,dawn,1
837,dearer,1
837,eyes,1
837,flame,1
837,womans,1
838,acclaim,1
838,casteth,1
838,gate,1
838,wide,1
839,god,1
839,husband,1
839,leadeth,1
839,safe,1
839,war,1
840,bear,1
840,far,1
840,fast,1
840,lord,1
840,prayer,1
841,haste,1
841,loves,1
841,name,1
841,town,1
842,castle,1
842,find,1
842,may,1
843,hall,1
843,left,1
843,watchdog,1
843,wife,1
844,fierce,1
844,one,1
844,others,1
844,true,1
844,voice,1
845,body,1
845,seal,1
845,soul,1
845,unchanged,1
846,broke,1
846,ease,1
846,thought,1
846,waiting,1
846,years,1
847,hath,1
847,joy,1
847,men,1
847,soul,1
847,touched,1
848,bronze,1
848,dyed,1
848,like,1
848,shall,1
848,touch,1
848,wool,1
849,boast,1
849,faithful,1
849,plain,1
849,wot,1
850,doth,1
850,queen,1
850,royal,1
850,shame,1
850,spoke,1
852,clytemnestra,1
852,exit,1
854,leader,1
856,ear,1
856,fair,1
856,let,1
856,mark,1
856,message,1
856,thine,1
856,tis,1
857,clear,1
857,craves,1
857,interpreter,1
857,seeming,1
858,ask,1
858,herald,1
858,tell,1
858,thee,1
858,true,1
859,come,1
859,menelaus,1
859,shall,1
860,"belov\u00e3d",1
860,crown,1
860,ill,1
860,lands,1
860,untouched,1
862,herald,1
864,false,1
864,know,1
864,speak,1
864,weal,1
864,words,1
865,friends,1
865,harvest,1
865,reap,1
865,thereof,1
865,true,1
867,leader,1
869,canst,1
869,comfort,1
869,joined,1
869,speak,1
869,truth,1
869,two,1
870,crossed,1
870,gulf,1
870,lightly,1
870,parted,1
870,tis,1
872,herald,1
874,achaian,1
874,host,1
874,king,1
874,vanished,1
875,brought,1
875,comfort,1
875,ship,1
877,leader,1
879,alone,1
879,caught,1
879,sailed,1
879,troy,1
880,away,1
880,midst,1
880,storms,1
880,swept,1
882,herald,1
884,good,1
884,hast,1
884,hit,1
884,marksman,1
884,men,1
884,say,1
884,thou,1
884,truth,1
885,brief,1
885,long,1
885,suffer,1
885,tell,1
887,leader,1
889,prevail,1
889,ran,1
889,sailors,1
889,talk,1
890,alive,1
890,dead,1
890,one,1
890,rumour,1
890,showing,1
892,herald,1
894,hath,1
894,head,1
894,knoweth,1
894,none,2
894,save,1
894,tiding,1
895,helios,1
895,ward,1
895,watcher,1
895,world,1
897,leader,1
899,god,1
899,hurled,1
899,storm,1
899,tell,1
900,anger,1
900,die,1
900,rise,1
902,herald,1
904,day,1
904,high,1
904,likes,1
904,presage,1
905,dolorous,1
905,stain,1
905,tongue,1
905,twain,1
905,vow,1
906,apart,1
906,best,1
906,brow,1
906,one,1
906,shuddering,1
906,stand,1
907,armies,1
907,back,1
907,beareth,1
907,home,1
907,lost,1
908,come,1
908,prayers,1
908,terror,1
908,word,1
909,fate,1
909,great,1
909,heart,1
909,many,1
909,one,1
909,wound,1
910,cast,1
910,home,1
910,many,1
910,men,1
910,sate,1
911,ares,1
911,lust,1
911,scourge,1
911,twofold,1
911,worketh,1
912,bloody,1
912,crossed,1
912,dust,2
912,spear,2
912,wed,1
913,laden,1
913,walketh,1
913,weight,1
913,wrong,1
914,let,1
914,song,1
914,uplift,1
914,will,1
915,come,1
915,hells,1
915,triumph,1
916,come,1
916,deliverance,1
916,high,1
916,laden,1
916,now,1
917,eyes,1
917,home,1
917,land,1
917,laughing,1
917,peace,1
918,fury,1
918,mar,1
918,skies,1
919,curse,1
919,god,1
919,greeks,1
919,made,1
920,ancient,1
920,enemies,1
920,fire,1
920,sea,1
920,two,1
921,friendship,1
921,plight,1
921,proved,1
921,sudden,1
921,swore,1
922,night,1
922,poor,1
922,sailors,1
922,war,1
923,horror,1
923,misery,1
923,wave,1
924,drave,1
924,strymon,1
924,towered,1
924,winds,1
925,good,1
925,horn,1
925,hull,2
925,ships,1
925,till,1
926,gored,1
926,mad,1
926,overborne,1
926,whirlwind,1
927,blinding,1
927,mid,1
927,one,2
927,rain,1
927,spray,1
928,away,1
928,devil,1
928,herded,1
928,like,1
928,passed,1
928,sheep,1
929,"bless\u00e3d",1
929,head,1
929,sun,1
929,upraised,1
930,aegean,1
930,dead,1
930,foam,1
930,saw,1
930,waste,1
931,dead,2
931,disasterful,1
931,men,1
931,ships,1
931,spars,1
932,howbeit,1
932,hull,1
932,one,1
932,unwounded,1
933,begged,1
933,free,1
933,stolen,1
933,wrath,1
934,good,1
934,man,1
934,spiritsure,1
935,clear,1
935,guided,1
935,helm,1
935,now,1
935,till,1
936,fortune,1
936,hath,1
936,prow,1
936,saviour,1
936,throned,1
937,floor,1
937,mar,1
937,mooring,1
937,surge,1
938,made,1
938,rock,1
938,shore,1
938,tear,1
939,clear,1
939,fled,1
939,seahell,1
939,sun,1
939,till,1
940,fortune,1
940,gone,1
940,trust,1
941,brain,1
941,drove,1
941,like,1
941,sheep,1
941,thoughts,1
942,army,1
942,broken,1
942,knouts,1
942,lost,1
942,scourged,1
943,breath,1
943,evil,1
943,methinks,1
944,death,1
944,gone,1
944,talk,1
945,else,1
945,say,1
945,thee,1
946,care,1
946,first,1
946,"menela\u00e3s",1
946,must,1
946,since,1
946,thy,1
947,wills,1
947,word,1
947,yet,1
947,zeus,1
948,desolate,1
948,ever,1
948,house,1
948,leave,1
948,old,1
949,far,1
949,ray,1
949,sea,1
949,sunlight,1
950,green,1
950,lights,1
950,living,1
950,may,1
950,see,1
950,yet,1
951,day,1
951,harbourtwas,1
951,ship,1
951,word,1
952,asked,1
952,heard,1
952,truth,2
954,chorus,1
954,exit,1
954,herald,1
954,position,1
954,stasimon,1
954,take,1
954,the,1
954,third,1
956,chorus,1
958,helena,1
958,meaning,2
958,mystic,1
958,name,1
958,surely,1
959,fled,1
959,fulfilled,1
959,troy,1
961,found,1
961,thee,1
962,name,1
962,truthful,1
962,utterly,1
963,beyond,1
963,one,1
963,vision,1
964,moving,1
964,predecision,1
964,sure,1
965,doom,1
965,lips,1
965,mans,1
965,mystic,1
966,battlewed,1
966,calling,1
966,thee,1
967,"strifeencompass\u00e3d",1
967,thee,1
968,derision,1
968,fates,1
968,helen,1
968,yea,1
969,cities,1
969,hell,2
969,ships,1
970,hearts,1
970,hell,1
970,knew,1
970,men,1
971,delicate,1
971,dim,1
971,fold,1
972,backward,1
972,curtains,1
972,rolled,1
973,sea,2
973,threw,1
974,giant,1
974,hold,1
974,west,1
974,winds,1
975,behind,1
975,spear,1
975,sword,1
976,came,1
976,flood,1
976,hunters,1
977,oarblades,1
977,trail,1
977,viewless,1
978,"simo\u00e3s",1
978,till,1
978,tracking,1
978,vale,1
979,crept,1
979,find,1
979,leaves,1
980,blood,1
980,seed,1
980,wrath,1
982,alexander,1
982,last,1
982,praised,1
982,the,1
982,till,1
982,triumph,1
982,trojans,1
982,welcomed,1
983,alexanders,1
983,another,1
983,changed,1
983,meaning,1
983,name,1
983,saw,1
983,song,1
984,also,1
986,came,1
986,ilion,1
986,name,1
987,flame,1
987,gods,1
987,thoughtfulfilling,1
988,token,1
988,vengeance,1
989,bread,1
989,broken,1
989,unfaith,1
990,betrayed,1
990,god,1
990,hearth,1
991,swelled,1
991,voices,1
991,whose,1
992,glorying,1
992,held,1
992,prize,1
993,outspoken,1
993,spoilers,1
993,vaunt,1
994,brethren,1
994,made,1
994,song,1
995,bridal,1
995,burning,1
995,mid,1
995,torches,1
996,ancient,1
996,behold,1
996,city,1
996,till,1
997,king,1
997,priam,1
997,turned,1
997,turning,1
998,learning,1
998,new,1
998,song,1
998,took,1
999,changed,1
999,full,1
999,pity,1
999,song,1
1000,cry,1
1000,lost,1
1000,nation,1
1001,bridegrooms,1
1001,changed,1
1001,name,1
1002,called,1
1002,ghastlywed,1
1002,paris,1
1003,dead,1
1003,sons,1
1004,lamentation,1
1004,life,1
1004,one,1
1005,blood,1
1005,burning,1
1005,flame,1
1005,mid,1
1007,afterwards,1
1007,great,1
1007,like,1
1007,lions,1
1007,pet,1
1007,reared,1
1007,turning,1
1007,whelp,1
1008,beast,1
1008,prey,1
1010,herdsman,1
1010,reared,1
1011,house,1
1011,stories,1
1011,tell,1
1012,lions,1
1012,milkfed,1
1012,thing,1
1012,whelp,1
1013,first,1
1013,lifes,1
1013,opening,1
1013,soft,1
1014,among,1
1014,herd,1
1014,sucklings,1
1015,children,1
1015,happy,1
1015,loved,1
1015,well,1
1016,men,1
1016,oft,1
1016,old,1
1016,say,1
1016,smiled,1
1017,arms,1
1017,babe,1
1017,lay,1
1017,like,1
1017,mens,1
1018,brighteyed,1
1018,hand,1
1018,teased,1
1018,toward,1
1019,eagerly,1
1019,fawning,1
1019,food,1
1019,play,1
1021,day,1
1021,outflashed,1
1021,sudden,1
1022,brood,1
1022,lion,1
1022,rage,1
1022,yore,1
1023,debt,1
1023,fed,1
1023,paid,1
1024,carnage,1
1024,herds,1
1024,red,1
1024,wrack,1
1025,feast,1
1025,great,1
1025,unbidden,1
1025,wrought,1
1025,yea,1
1026,gore,1
1026,houseways,1
1026,ran,1
1026,till,1
1027,fled,1
1027,sight,1
1027,thralls,1
1027,weeping,1
1028,beard,1
1028,foam,1
1028,great,1
1028,red,1
1028,slayer,1
1029,altar,1
1029,"bloodcurs\u00e3d",1
1029,highpriest,1
1030,god,1
1030,home,1
1030,uplifted,1
1032,helen,1
1032,troy,1
1034,call,1
1034,came,1
1034,shall,1
1034,thing,1
1035,city,1
1035,first,1
1035,hour,1
1035,ilion,1
1036,call,1
1036,dream,1
1036,peace,1
1036,untold,1
1037,gold,1
1037,joy,1
1037,mist,1
1037,secret,1
1038,eye,1
1038,flame,1
1038,like,1
1038,soft,1
1038,womans,1
1039,ate,1
1039,flower,1
1039,heart,1
1039,mans,1
1039,pity,1
1041,aside,1
1041,bitter,1
1041,ending,1
1041,kiss,1
1041,swerved,1
1041,wrought,1
1042,friending,1
1042,harbouring,1
1042,upon,1
1042,wrath,2
1043,deep,1
1043,fled,1
1043,oer,1
1043,priam,1
1043,quickly,1
1043,sons,1
1044,god,1
1044,sinned,1
1044,watcher,1
1044,wind,1
1045,brides,1
1045,deathbride,1
1045,long,1
1045,shall,1
1045,weep,1
1047,envy,1
1047,fortune,2
1047,god,1
1047,good,2
1047,men,1
1047,say,1
1047,wakes,1
1048,innocent,1
1048,may,1
1048,vengeance,1
1050,grey,1
1050,liveth,1
1050,morn,1
1050,word,1
1051,among,1
1051,mortals,1
1051,old,1
1051,spoken,1
1051,time,1
1052,fall,1
1052,full,1
1052,mans,1
1052,shall,1
1052,waxen,1
1052,wealth,1
1053,childless,1
1053,get,1
1053,sons,1
1053,withal,1
1054,bliss,1
1054,born,1
1054,ever,1
1054,great,1
1055,broken,1
1055,heart,1
1055,tear,1
1055,unstanched,1
1057,alone,1
1057,hold,1
1057,others,1
1057,thought,1
1057,unbeguiled,1
1058,child,2
1058,deed,1
1058,issue,1
1058,shall,1
1058,tis,1
1058,unholy,1
1059,begetters,1
1059,like,1
1059,shall,1
1059,sin,2
1061,fate,1
1061,house,1
1061,man,1
1061,straight,1
1061,thereof,1
1061,tho,1
1061,walketh,1
1062,children,1
1062,exalt,1
1062,fair,1
1062,shall,1
1064,beget,1
1064,children,1
1064,pride,1
1064,ruthlessness,1
1064,sin,1
1065,fulfilled,1
1065,justice,1
1065,like,1
1065,till,1
1065,upon,1
1067,comes,1
1067,hour,1
1067,loves,1
1067,old,1
1067,sin,1
1068,bring,1
1068,forth,1
1068,new,1
1069,amid,1
1069,laugheth,1
1069,lusty,1
1069,men,1
1069,tears,1
1070,comrade,1
1070,none,1
1070,unruth,1
1070,wherewith,1
1070,yea,1
1071,dareth,1
1071,may,1
1071,plead,1
1071,strive,1
1072,fear,1
1072,holy,1
1072,knowing,1
1072,thing,1
1073,born,1
1073,darkness,1
1073,fires,1
1073,house,1
1073,true,1
1073,two,1
1074,ancient,1
1074,like,1
1074,spring,1
1076,house,1
1076,justice,1
1076,lowwrought,1
1076,shineth,1
1077,smokestained,1
1077,wall,1
1078,filleth,1
1078,honoureth,1
1078,lot,1
1079,golden,1
1079,hand,1
1079,stair,1
1079,unclean,1
1079,upon,1
1080,averse,1
1080,eyes,1
1080,flieth,1
1080,seeking,1
1081,innocent,1
1081,power,1
1081,recking,1
1081,things,1
1082,guideth,1
1082,man,1
1082,misgloried,1
1082,wealth,1
1083,destined,1
1083,hour,1
1085,agamemnon,1
1085,amid,1
1085,behind,1
1085,chariot,1
1085,enter,1
1085,great,1
1085,here,1
1085,procession,1
1086,another,1
1086,approach,1
1086,cassandra,1
1086,chariot,1
1086,chorus,1
1086,make,1
1086,the,1
1087,agamemnons,1
1087,horse,1
1087,men,1
1087,obeisance,1
1087,shields,1
1087,white,1
1088,arms,1
1088,barbaric,1
1088,lion,1
1088,partly,1
1088,rich,1
1090,leader,1
1092,atreus,1
1092,hail,2
1092,king,1
1092,son,1
1093,bane,1
1093,cities,1
1093,ilions,1
1093,sacker,1
1094,greet,1
1094,high,1
1094,shall,1
1094,thee,1
1094,word,1
1095,give,1
1095,neither,1
1095,outrun,1
1095,thee,1
1095,worship,1
1096,pleasure,1
1096,point,1
1096,soon,1
1096,stint,1
1097,cling,1
1097,fair,1
1097,many,1
1097,seeming,1
1097,will,1
1098,erewhile,1
1098,faster,1
1098,sinned,1
1099,man,1
1099,may,1
1099,never,1
1099,sigh,1
1099,sting,1
1100,grief,1
1100,heart,1
1100,man,1
1100,may,1
1100,smile,1
1101,eyes,1
1101,lip,1
1101,strains,1
1101,unlit,1
1102,knoweth,1
1102,sheep,1
1102,shepherd,1
1102,wise,1
1103,deep,1
1103,eyes,1
1103,pierce,1
1104,faith,1
1104,fawns,1
1104,feigns,1
1104,like,1
1104,water,1
1106,day,1
1106,hide,1
1106,king,1
1106,nothing,1
1107,array,1
1107,battle,1
1107,helen,1
1107,quest,1
1108,forth,1
1108,hearts,1
1108,hurled,1
1108,name,1
1108,scroll,1
1108,thy,1
1108,upon,1
1109,deep,1
1109,discord,1
1109,letters,1
1109,writ,1
1110,ship,1
1110,soul,1
1110,thy,1
1111,blindly,1
1111,illhelmed,1
1111,steered,1
1112,die,1
1112,ever,1
1112,men,1
1112,pursuing,1
1113,fain,1
1113,fly,1
1113,heart,1
1113,one,1
1113,wild,1
1114,day,1
1114,new,1
1115,deep,1
1115,love,1
1115,say,1
1115,thought,1
1116,ended,1
1116,grief,1
1116,sweet,1
1116,well,1
1117,flow,1
1117,know,1
1117,learn,1
1117,thou,1
1117,times,1
1117,wilt,1
1118,false,1
1118,true,1
1119,guard,1
1119,left,1
1119,walls,1
1120,empty,1
1120,hall,1
1120,thine,1
1120,unfriended,1
1122,above,1
1122,appeared,1
1122,clytemnestra,1
1122,during,1
1122,has,1
1122,palace,1
1122,steps,1
1123,attendants,1
1123,husband,1
1123,receive,1
1123,train,1
1125,agamemnon,1
1127,argolis,1
1127,argos,1
1127,gods,1
1128,glory,1
1128,hail,1
1128,share,1
1129,homecoming,1
1129,vengeance,1
1129,wreak,1
1130,city,1
1130,none,1
1130,priams,1
1130,speak,1
1130,though,1
1130,yea,1
1131,cause,1
1131,gods,1
1131,great,1
1131,heard,1
1131,mood,1
1131,one,1
1132,bitter,1
1132,blood,1
1132,uprising,1
1132,urn,1
1133,burn,1
1133,die,1
1133,men,1
1133,shriek,1
1133,towers,1
1134,cast,1
1134,great,1
1134,mercys,1
1134,urn,1
1134,vote,1
1135,empty,1
1135,fell,1
1135,hands,1
1135,hope,1
